"","state.of.res","custid","sex","is.employed","income","marital.stat","health.ins","housing.type","recent.move","num.vehicles","age","is.employed.fix1","age.normalized","Median.Income","income.norm","gp","income.lt.30K","age.range","Income"
"502","Mississippi",823146,"F",NA,70000,"Widowed",TRUE,"Homeowner with mortgage/loan",FALSE,1,81,"missing",1.55327955256306,58094,1.20494371191517,0.683163150213659,FALSE,"(65,Inf]",30000
"503","Mississippi",822729,"M",NA,62130,"Married",TRUE,"Homeowner free and clear",FALSE,2,67,"missing",0.811102892821348,58094,1.06947361173271,0.833895905176178,FALSE,"(65,Inf]",65000
"504","Missouri",607766,"F",TRUE,19000,"Never Married",TRUE,"Rented",FALSE,1,49,"employed",-0.143124241132283,37427,0.507654901541668,0.608585765818134,TRUE,"(25,65]",NA
"505","Missouri",861489,"F",FALSE,17000,"Divorced/Separated",FALSE,"Homeowner with mortgage/loan",FALSE,1,56,"not employed",0.227964088738573,37427,0.45421754348465,0.853613878134638,TRUE,"(25,65]",104000
"506","Missouri",104048,"F",TRUE,15500,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,69,"employed",0.917128129927307,37427,0.414139524941887,0.411075206939131,TRUE,"(65,Inf]",34300
"507","Missouri",77312,"M",TRUE,37200,"Married",FALSE,"Homeowner free and clear",FALSE,2,35,"employed",-0.885300900873996,37427,0.993934859860529,0.447069507790729,FALSE,"(25,65]",120000
"508","Missouri",1037495,"F",TRUE,22800,"Never Married",FALSE,"Rented",TRUE,1,30,"employed",-1.15036399363889,37427,0.609185881850001,0.351980248466134,TRUE,"(25,65]",103500
"509","Missouri",739654,"M",TRUE,45600,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,50,"employed",-0.0901116225793037,37427,1.2183717637,0.136834026779979,FALSE,"(25,65]",35000
"510","Missouri",184170,"M",NA,68800,"Married",TRUE,"Homeowner free and clear",FALSE,3,70,"missing",0.970140748480286,37427,1.83824511716141,0.761827650014311,FALSE,"(65,Inf]",56200
"511","Missouri",735845,"M",TRUE,54000,"Married",TRUE,"Homeowner free and clear",FALSE,1,76,"employed",1.28821645979816,37427,1.44280866753948,0.111242583021522,FALSE,"(65,Inf]",160000
"512","Missouri",1380075,"F",NA,248500,"Widowed",TRUE,"Homeowner with mortgage/loan",FALSE,1,81,"missing",1.55327955256306,37427,6.63959173858444,0.0255443016067147,FALSE,"(65,Inf]",35050
"513","Missouri",693571,"F",NA,0,"Married",FALSE,"Homeowner with mortgage/loan",FALSE,2,44,"missing",-0.408187333897181,37427,0,0.540548219811171,TRUE,"(25,65]",16100
"514","Missouri",667156,"F",TRUE,40000,"Married",TRUE,"Rented",TRUE,1,46,"employed",-0.302162096791222,37427,1.06874716114035,0.332851046929136,FALSE,"(25,65]",21600
"515","Missouri",489718,"M",NA,0,"Never Married",TRUE,"Rented",TRUE,0,21,"missing",-1.62747756061571,37427,0,0.69851316511631,TRUE,"[0,25]",32000
"516","Missouri",114806,"F",TRUE,50000,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,2,53,"employed",0.0689262330796348,37427,1.33593395142544,0.625635452801362,FALSE,"(25,65]",120190
"517","Missouri",559163,"M",NA,47000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,70,"missing",0.970140748480286,37427,1.25577791433992,0.681769231334329,FALSE,"(65,Inf]",100200
"518","Missouri",532940,"M",TRUE,62000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,33,"employed",-0.991326137979955,37427,1.65655809976755,0.340968672651798,FALSE,"(25,65]",53000
"519","Missouri",588705,"M",NA,9600,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,84,"missing",1.712317408222,37427,0.256499318673685,0.712390626780689,TRUE,"(65,Inf]",120000
"520","Missouri",177145,"M",TRUE,60000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,46,"employed",-0.302162096791222,37427,1.60312074171053,0.525587244192138,FALSE,"(25,65]",NA
"521","Missouri",499492,"M",NA,15400,"Never Married",TRUE,"Homeowner free and clear",FALSE,1,54,"missing",0.121938851632614,37427,0.411467657039036,0.57128981128335,TRUE,"(25,65]",9600
"522","Missouri",1408280,"F",TRUE,18000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,4,52,"employed",0.0159136145266553,37427,0.480936222513159,0.452314446447417,TRUE,"(25,65]",NA
"523","Missouri",584570,"M",TRUE,22000,"Married",TRUE,"Rented",FALSE,1,38,"employed",-0.726263045215058,37427,0.587810938627194,0.274319076444954,TRUE,"(25,65]",54000
"524","Missouri",551584,"M",TRUE,20000,"Married",TRUE,"Homeowner free and clear",TRUE,1,40,"employed",-0.620237808109099,37427,0.534373580570177,0.470826624426991,TRUE,"(25,65]",NA
"525","Missouri",182072,"F",NA,0,"Widowed",FALSE,"Rented",FALSE,1,45,"missing",-0.355174715344201,37427,0,0.988620259100571,TRUE,"(25,65]",NA
"526","Missouri",1040818,"M",TRUE,285500,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,46,"employed",-0.302162096791222,37427,7.62818286263927,0.366698038065806,FALSE,"(25,65]",45600
"527","Montana",699499,"M",TRUE,65000,"Never Married",TRUE,"Rented",FALSE,2,29,"employed",-1.20337661219187,49615,1.31008767509826,0.0760278990492225,FALSE,"(25,65]",100600
"528","Montana",491389,"F",NA,10000,"Married",TRUE,"Homeowner free and clear",TRUE,2,51,"missing",-0.0370990040263242,49615,0.201551950015116,0.184535802807659,TRUE,"(25,65]",23400
"529","Montana",950326,"M",TRUE,15000,"Never Married",FALSE,"Rented",FALSE,1,26,"employed",-1.36241446785081,49615,0.302327925022675,0.984240542165935,TRUE,"(25,65]",34200
"530","Nebraska",54177,"M",FALSE,51500,"Married",TRUE,"Homeowner free and clear",FALSE,2,86,"not employed",1.81834264532796,43607,1.18100304996904,0.44114982127212,FALSE,"(65,Inf]",NA
"531","Nebraska",545826,"F",NA,20300,"Divorced/Separated",TRUE,"Rented",FALSE,0,78,"missing",1.39424169690412,43607,0.465521590570321,0.582686783047393,TRUE,"(65,Inf]",285000
"532","Nebraska",474507,"F",TRUE,3000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,52,"employed",0.0159136145266553,43607,0.0687962941729539,0.544986919965595,TRUE,"(25,65]",38080
"533","Nebraska",1222380,"M",TRUE,85000,"Married",FALSE,"Homeowner with mortgage/loan",FALSE,2,33,"employed",-0.991326137979955,43607,1.94922833490036,0.846848407993093,FALSE,"(25,65]",70504
"534","Nebraska",1359790,"M",NA,79950,"Married",TRUE,"Homeowner free and clear",FALSE,2,67,"missing",0.811102892821348,43607,1.83342123970922,0.214643571060151,FALSE,"(65,Inf]",6300
"535","Nebraska",287882,"M",TRUE,60000,"Married",TRUE,"Rented",TRUE,2,137.70002958132,"employed",4.55909659270021,43607,1.37592588345908,0.758730623871088,FALSE,"(65,Inf]",17300
"536","Nevada",1082333,"M",TRUE,45000,"Divorced/Separated",TRUE,"Homeowner free and clear",FALSE,2,50,"employed",-0.0901116225793037,52498,0.857175511448055,0.505580645054579,FALSE,"(25,65]",NA
"537","Nevada",1403515,"M",TRUE,382500,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,66,"employed",0.758090274268368,52498,7.28599184730847,0.137363167945296,FALSE,"(65,Inf]",22000
"538","Nevada",181754,"M",TRUE,34200,"Married",TRUE,"Rented",FALSE,4,49,"employed",-0.143124241132283,52498,0.651453388700522,0.0390811844263226,FALSE,"(25,65]",79100
"539","Nevada",867842,"F",NA,27400,"Widowed",TRUE,"Homeowner free and clear",FALSE,1,75,"missing",1.23520384124518,52498,0.521924644748371,0.57046754960902,TRUE,"(65,Inf]",71800
"540","New Hampshire",809267,"M",TRUE,91500,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,62,"employed",0.54603980005645,55559,1.64689789233068,0.68019501469098,FALSE,"(25,65]",90000
"541","New Hampshire",1225516,"F",TRUE,104000,"Never Married",TRUE,"Rented",FALSE,1,48,"employed",-0.196136859685263,55559,1.87188394319552,0.935694664251059,FALSE,"(25,65]",18000
"542","New Hampshire",993668,"F",TRUE,80000,"Never Married",TRUE,"Rented",TRUE,2,39,"employed",-0.673250426662078,55559,1.43991072553502,0.489579257322475,FALSE,"(25,65]",NA
"543","New Hampshire",855914,"F",FALSE,8400,"Married",TRUE,"Rented",FALSE,0,31,"not employed",-1.09735137508591,55559,0.151190626181177,0.469326552702114,TRUE,"(25,65]",190000
"544","New Hampshire",650803,"M",TRUE,61000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,40,"employed",-0.620237808109099,55559,1.09793192822045,0.792667209403589,FALSE,"(25,65]",1e+05
"545","New Hampshire",868481,"M",TRUE,30000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,36,"employed",-0.832288282321016,55559,0.539966522075631,0.741116313962266,FALSE,"(25,65]",NA
"546","New Hampshire",1086785,"F",NA,11600,"Married",TRUE,"Homeowner free and clear",FALSE,2,84,"missing",1.712317408222,55559,0.208787055202577,0.428134526591748,TRUE,"(65,Inf]",71000
"547","New Jersey",1181596,"M",TRUE,57000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,55,"employed",0.174951470185594,68187,0.835936468828369,0.370927800657228,FALSE,"(25,65]",5500
"548","New Jersey",1072827,"M",TRUE,48000,"Married",FALSE,"Rented",FALSE,4,64,"employed",0.652065037162409,68187,0.703946500065995,0.0297780332621187,FALSE,"(25,65]",110000
"549","New Jersey",1259643,"F",FALSE,0,"Divorced/Separated",TRUE,"Rented",TRUE,1,57,"not employed",0.280976707291553,68187,0,0.28218255424872,TRUE,"(25,65]",NA
"550","New Jersey",1269422,"M",TRUE,36000,"Never Married",TRUE,NA,NA,NA,26,"employed",-1.36241446785081,68187,0.527959875049496,0.867649310734123,FALSE,"(25,65]",60000
"551","New Jersey",928569,"F",TRUE,14800,"Married",TRUE,"Rented",TRUE,2,21,"employed",-1.62747756061571,68187,0.217050170853682,0.704885730752721,TRUE,"[0,25]",NA
"552","New Jersey",565740,"F",TRUE,44200,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,34,"employed",-0.938313519426975,68187,0.648217402144104,0.0552329591009766,FALSE,"(25,65]",45000
"553","New Jersey",478228,"M",NA,98900,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,4,64,"missing",0.652065037162409,68187,1.45042310117764,0.549692630534992,FALSE,"(25,65]",110000
"554","New Jersey",68221,"M",TRUE,78000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,29,"employed",-1.20337661219187,68187,1.14391306260724,0.531104509253055,FALSE,"(25,65]",60000
"555","New Jersey",84636,"M",TRUE,33600,"Married",FALSE,"Rented",FALSE,2,32,"employed",-1.04433875653293,68187,0.492762550046197,0.220945534994826,FALSE,"(25,65]",30300
"556","New Jersey",536463,"M",TRUE,399900,"Married",TRUE,"Homeowner free and clear",FALSE,2,68,"employed",0.864115511374327,68187,5.86475427867482,0.966345984954387,FALSE,"(65,Inf]",NA
"557","New Jersey",968478,"F",TRUE,46800,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,3,48,"employed",-0.196136859685263,68187,0.686347837564345,0.124990240903571,FALSE,"(25,65]",23800
"558","New Jersey",560783,"F",NA,0,"Never Married",TRUE,NA,NA,NA,37,"missing",-0.779275663768037,68187,0,0.722860291600227,TRUE,"(25,65]",NA
"559","New Jersey",421248,"M",TRUE,80000,"Married",TRUE,"Homeowner free and clear",FALSE,3,58,"employed",0.333989325844532,68187,1.17324416677666,0.251058198045939,FALSE,"(25,65]",NA
"560","New Jersey",104506,"M",NA,30800,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,83,"missing",1.65930478966902,68187,0.451699004209013,0.617738915840164,FALSE,"(65,Inf]",NA
"561","New Jersey",898396,"M",TRUE,45000,"Married",TRUE,"Homeowner free and clear",FALSE,3,47,"employed",-0.249149478238242,68187,0.65994984381187,0.169206992723048,FALSE,"(25,65]",NA
"562","New Jersey",106726,"M",TRUE,39000,"Married",TRUE,"Rented",FALSE,1,53,"employed",0.0689262330796348,68187,0.571956531303621,0.296179607277736,FALSE,"(25,65]",56000
"563","New Jersey",250108,"F",TRUE,90000,"Divorced/Separated",TRUE,"Rented",FALSE,2,31,"employed",-1.09735137508591,68187,1.31989968762374,0.300835078582168,FALSE,"(25,65]",1e+05
"564","New Jersey",461429,"M",NA,12400,"Married",TRUE,"Rented",FALSE,2,81,"missing",1.55327955256306,68187,0.181852845850382,0.347266626544297,TRUE,"(65,Inf]",91500
"565","New Jersey",396256,"M",TRUE,36400,"Married",FALSE,"Homeowner with mortgage/loan",FALSE,3,34,"employed",-0.938313519426975,68187,0.533826095883379,0.684339278144762,FALSE,"(25,65]",10200
"566","New Jersey",601247,"M",NA,93500,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,3,73,"missing",1.12917860413922,68187,1.37122911992022,0.523938921513036,FALSE,"(65,Inf]",36000
"567","New Jersey",118561,"F",NA,9600,"Widowed",TRUE,"Rented",FALSE,1,60,"missing",0.440014562950491,68187,0.140789300013199,0.450070938328281,TRUE,"(25,65]",38000
"568","New Jersey",565628,"F",TRUE,15000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,58,"employed",0.333989325844532,68187,0.219983281270623,0.0102407187223434,TRUE,"(25,65]",2e+05
"569","New Jersey",48479,"M",TRUE,90000,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,2,58,"employed",0.333989325844532,68187,1.31989968762374,0.0129569401033223,FALSE,"(25,65]",NA
"570","New Jersey",517253,"M",TRUE,141000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,60,"employed",0.440014562950491,68187,2.06784284394386,0.124624404124916,FALSE,"(25,65]",NA
"571","New Jersey",673010,"M",TRUE,63000,"Married",TRUE,"Rented",TRUE,1,46,"employed",-0.302162096791222,68187,0.923929781336618,0.354342837817967,FALSE,"(25,65]",NA
"572","New Jersey",550733,"F",TRUE,35020,"Never Married",TRUE,"Rented",FALSE,1,30,"employed",-1.15036399363889,68187,0.513587634006482,0.843161137541756,FALSE,"(25,65]",36000
"573","New Jersey",778821,"M",NA,23500,"Widowed",TRUE,"Homeowner free and clear",FALSE,2,79,"missing",1.4472543154571,68187,0.344640473990643,0.896337155951187,TRUE,"(65,Inf]",165050
"574","New Jersey",1033571,"M",TRUE,31900,"Divorced/Separated",TRUE,"Rented",FALSE,2,68,"employed",0.864115511374327,68187,0.467831111502192,0.286259956890717,FALSE,"(65,Inf]",53900
"575","New Jersey",606307,"M",TRUE,120000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,38,"employed",-0.726263045215058,68187,1.75986625016499,0.544586888514459,FALSE,"(25,65]",40000
"576","New Jersey",1393413,"M",TRUE,9100,"Never Married",TRUE,"Occupied with no rent",FALSE,1,64,"employed",0.652065037162409,68187,0.133456523970845,0.11696634744294,TRUE,"(25,65]",NA
"577","New Jersey",1276808,"M",TRUE,40000,"Never Married",FALSE,"Rented",FALSE,1,27,"employed",-1.30940184929783,68187,0.586622083388329,0.281220699893311,FALSE,"(25,65]",NA
"578","New Jersey",1282540,"M",NA,35870,"Never Married",TRUE,"Homeowner free and clear",FALSE,1,52,"missing",0.0159136145266553,68187,0.526053353278484,0.8921887811739,FALSE,"(25,65]",NA
"579","New Jersey",733279,"M",TRUE,9600,"Married",FALSE,"Rented",FALSE,0,52,"employed",0.0159136145266553,68187,0.140789300013199,0.908163145184517,TRUE,"(25,65]",60000
"580","New Jersey",711954,"F",TRUE,103500,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,44,"employed",-0.408187333897181,68187,1.5178846407673,0.217443000990897,FALSE,"(25,65]",42300
"581","New Jersey",66778,"M",TRUE,19000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,40,"employed",-0.620237808109099,68187,0.278645489609456,0.232597550842911,TRUE,"(25,65]",439400
"582","New Jersey",820384,"M",TRUE,165050,"Married",TRUE,"Rented",FALSE,2,43,"employed",-0.46119995245016,68187,2.42054937158109,0.298458612989634,FALSE,"(25,65]",3030
"583","New Jersey",1210039,"F",TRUE,48000,"Never Married",FALSE,"Rented",FALSE,0,48,"employed",-0.196136859685263,68187,0.703946500065995,0.279270185623318,FALSE,"(25,65]",NA
"584","New Jersey",811443,"F",TRUE,10200,"Never Married",FALSE,"Homeowner with mortgage/loan",FALSE,1,26,"employed",-1.36241446785081,68187,0.149588631264024,0.560588283231482,TRUE,"(25,65]",120300
"585","New Jersey",237048,"M",FALSE,25000,"Married",TRUE,"Homeowner free and clear",FALSE,3,72,"not employed",1.07616598558625,68187,0.366638802117706,0.184772543143481,TRUE,"(65,Inf]",4390
"586","New Jersey",715902,"F",TRUE,160000,"Married",TRUE,"Rented",FALSE,4,51,"employed",-0.0370990040263242,68187,2.34648833355332,0.640738147543743,FALSE,"(25,65]",95000
"587","New Mexico",72741,"F",NA,42500,"Widowed",TRUE,"Homeowner free and clear",FALSE,0,88,"missing",1.92436788243392,68071,0.624348107123445,0.856968087842688,FALSE,"(65,Inf]",55001
"588","New Mexico",92706,"M",NA,9100,"Never Married",TRUE,"Rented",FALSE,0,82,"missing",1.60629217111604,68071,0.133683947642902,0.00170314125716686,TRUE,"(65,Inf]",NA
"589","New Mexico",153419,"M",NA,61400,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,73,"missing",1.12917860413922,68071,0.901999382997165,0.988810643786564,FALSE,"(65,Inf]",54000
"590","New Mexico",864947,"F",NA,22700,"Divorced/Separated",TRUE,"Homeowner free and clear",FALSE,1,67,"missing",0.811102892821348,68071,0.333475341922405,0.33097833651118,TRUE,"(65,Inf]",30900
"591","New York",605624,"F",TRUE,60000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,48,"employed",-0.196136859685263,44819,1.33871795443897,0.480727133573964,FALSE,"(25,65]",51000
"592","New York",26057,"M",TRUE,30000,"Married",TRUE,NA,NA,NA,28,"employed",-1.25638923074485,44819,0.669358977219483,0.937899022595957,FALSE,"(25,65]",10800
"593","New York",1167155,"M",TRUE,153000,"Never Married",TRUE,"Rented",FALSE,1,32,"employed",-1.04433875653293,44819,3.41373078381936,0.472722274949774,FALSE,"(25,65]",85050
"594","New York",415741,"M",TRUE,65000,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,3,47,"employed",-0.249149478238242,44819,1.45027778397555,0.660113616846502,FALSE,"(25,65]",40000
"595","New York",869997,"M",TRUE,62000,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,28,"employed",-1.25638923074485,44819,1.3833418862536,0.0960258527193218,FALSE,"(25,65]",NA
"596","New York",719883,"M",TRUE,21600,"Never Married",FALSE,"Rented",FALSE,1,30,"employed",-1.15036399363889,44819,0.481938463598028,0.74378860136494,TRUE,"(25,65]",4300
"597","New York",175572,"F",FALSE,0,"Married",FALSE,"Rented",TRUE,2,38,"not employed",-0.726263045215058,44819,0,0.873467681230977,TRUE,"(25,65]",NA
"598","New York",382338,"M",NA,21400,"Married",TRUE,"Homeowner free and clear",FALSE,1,70,"missing",0.970140748480286,44819,0.477476070416564,0.561161563266069,TRUE,"(65,Inf]",72000
"599","New York",20383,"M",TRUE,170000,"Never Married",TRUE,"Homeowner with mortgage/loan",TRUE,1,35,"employed",-0.885300900873996,44819,3.79303420424374,0.584170060930774,FALSE,"(25,65]",26300
"600","New York",331868,"F",NA,36600,"Widowed",TRUE,"Homeowner free and clear",FALSE,2,85,"missing",1.76533002677498,44819,0.816617952207769,0.934491350781173,FALSE,"(65,Inf]",18300
"601","New York",1348440,"M",TRUE,213000,"Married",TRUE,"Homeowner free and clear",FALSE,2,62,"employed",0.54603980005645,44819,4.75244873825833,0.881929706782103,FALSE,"(25,65]",85200
"602","New York",90303,"M",NA,0,"Never Married",FALSE,NA,NA,NA,45,"missing",-0.355174715344201,44819,0,0.962207816308364,TRUE,"(25,65]",NA
"603","New York",1075920,"M",TRUE,135000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,47,"employed",-0.249149478238242,44819,3.01211539748767,0.93622956587933,FALSE,"(25,65]",55000
"604","New York",499807,"M",TRUE,125000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,43,"employed",-0.46119995245016,44819,2.78899573841451,0.795502841938287,FALSE,"(25,65]",8400
"605","New York",761350,"M",TRUE,79100,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,50,"employed",-0.0901116225793037,44819,1.7648765032687,0.308854548959062,FALSE,"(25,65]",70200
"606","New York",149480,"F",NA,0,"Married",FALSE,"Homeowner free and clear",FALSE,2,46,"missing",-0.302162096791222,44819,0,0.386174226179719,TRUE,"(25,65]",43000
"607","New York",1267400,"M",NA,25000,"Divorced/Separated",TRUE,"Rented",FALSE,0,70,"missing",0.970140748480286,44819,0.557799147682902,0.311605980154127,TRUE,"(65,Inf]",30
"608","New York",113390,"M",TRUE,25000,"Never Married",FALSE,"Rented",FALSE,3,43,"employed",-0.46119995245016,44819,0.557799147682902,0.00761647010222077,TRUE,"(25,65]",66000
"609","New York",650961,"F",TRUE,60000,"Never Married",TRUE,"Rented",FALSE,1,38,"employed",-0.726263045215058,44819,1.33871795443897,0.989815009757876,FALSE,"(25,65]",68000
"610","New York",763255,"M",TRUE,18000,"Never Married",TRUE,"Rented",TRUE,1,23,"employed",-1.52145232350975,44819,0.40161538633169,0.402082218322903,TRUE,"[0,25]",17000
"611","New York",115100,"M",NA,0,"Never Married",FALSE,NA,NA,NA,29,"missing",-1.20337661219187,44819,0,0.684998652432114,TRUE,"(25,65]",120000
"612","New York",1121810,"F",NA,57700,"Divorced/Separated",TRUE,"Homeowner free and clear",FALSE,1,80,"missing",1.50026693401008,44819,1.28740043285214,0.429906387580559,FALSE,"(65,Inf]",19000
"613","New York",510349,"F",NA,23600,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,78,"missing",1.39424169690412,44819,0.52656239541266,0.05392527859658,TRUE,"(65,Inf]",17000
"614","New York",382614,"M",NA,24800,"Never Married",TRUE,NA,NA,NA,55,"missing",0.174951470185594,44819,0.553336754501439,0.700342553434893,TRUE,"(25,65]",62000
"615","New York",688580,"M",TRUE,48000,"Married",TRUE,"Rented",TRUE,2,22,"employed",-1.57446494206273,44819,1.07097436355117,0.892929031746462,FALSE,"[0,25]",9000
"616","New York",1236386,"F",NA,12600,"Widowed",TRUE,"Homeowner free and clear",FALSE,1,78,"missing",1.39424169690412,44819,0.281130770432183,0.292107545537874,TRUE,"(65,Inf]",NA
"617","New York",217315,"M",TRUE,110000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,4,47,"employed",-0.249149478238242,44819,2.45431624980477,0.960213779471815,FALSE,"(25,65]",NA
"618","New York",646061,"F",NA,11500,"Widowed",TRUE,"Rented",FALSE,2,54,"missing",0.121938851632614,44819,0.256587607934135,0.0770828712265939,TRUE,"(25,65]",30000
"619","New York",131301,"M",TRUE,16800,"Married",FALSE,"Rented",FALSE,2,48,"employed",-0.196136859685263,44819,0.37484102724291,0.573479671962559,TRUE,"(25,65]",62000
"620","New York",1116742,"M",TRUE,21600,"Married",TRUE,"Rented",FALSE,2,65,"employed",0.705077655715389,44819,0.481938463598028,0.761507930466905,TRUE,"(25,65]",30000
"621","New York",1412161,"M",TRUE,38500,"Married",TRUE,"Rented",TRUE,1,29,"employed",-1.20337661219187,44819,0.85901068743167,0.0230828623753041,FALSE,"(25,65]",NA
"622","New York",872071,"M",TRUE,141100,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,57,"employed",0.280976707291553,44819,3.1482183895223,0.479004825931042,FALSE,"(25,65]",37000
"623","New York",682848,"F",TRUE,59000,"Widowed",TRUE,"Rented",FALSE,0,58,"employed",0.333989325844532,44819,1.31640598853165,0.623109773499891,FALSE,"(25,65]",141100
"624","New York",957083,"M",NA,30400,"Divorced/Separated",TRUE,"Rented",TRUE,0,64,"missing",0.652065037162409,44819,0.678283763582409,0.370135989738628,FALSE,"(25,65]",35000
"625","New York",724575,"F",TRUE,100200,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,1,56,"employed",0.227964088738573,44819,2.23565898391307,0.853259912924841,FALSE,"(25,65]",7500
"626","New York",562962,"M",NA,0,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,55,"missing",0.174951470185594,44819,0,0.398814586224034,TRUE,"(25,65]",175200
"627","New York",603304,"M",TRUE,382000,"Married",TRUE,"Rented",TRUE,2,44,"employed",-0.408187333897181,44819,8.52317097659475,0.103603730211034,FALSE,"(25,65]",10000
"628","New York",546208,"M",NA,26000,"Divorced/Separated",TRUE,NA,NA,NA,40,"missing",-0.620237808109099,44819,0.580111113590218,0.876088985707611,TRUE,"(25,65]",24000
"629","New York",141492,"F",NA,0,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,34,"missing",-0.938313519426975,44819,0,0.819989105919376,TRUE,"(25,65]",40500
"630","New York",1131990,"F",TRUE,80000,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,51,"employed",-0.0370990040263242,44819,1.78495727258529,0.573341175913811,FALSE,"(25,65]",76000
"631","New York",499637,"F",NA,12000,"Never Married",TRUE,NA,NA,NA,93,"missing",2.18943097519881,44819,0.267743590887793,0.242546504363418,TRUE,"(65,Inf]",NA
"632","New York",825790,"F",TRUE,42300,"Married",TRUE,"Homeowner free and clear",TRUE,1,39,"employed",-0.673250426662078,44819,0.943796157879471,0.456173551501706,FALSE,"(25,65]",NA
"633","New York",1036746,"F",NA,33100,"Widowed",TRUE,"Homeowner with mortgage/loan",FALSE,2,65,"missing",0.705077655715389,44819,0.738526071532163,0.575468497350812,FALSE,"(25,65]",55000
"634","New York",743605,"F",TRUE,23400,"Never Married",TRUE,"Rented",FALSE,2,28,"employed",-1.25638923074485,44819,0.522100002231197,0.83132823323831,TRUE,"(25,65]",51000
"635","New York",5641,"M",TRUE,20000,"Never Married",FALSE,"Occupied with no rent",FALSE,0,22,"employed",-1.57446494206273,44819,0.446239318146322,0.494712581858039,TRUE,"[0,25]",32500
"636","New York",829195,"M",FALSE,3030,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,55,"not employed",0.174951470185594,44819,0.0676052566991678,0.601193632697687,TRUE,"(25,65]",10600
"637","New York",435651,"F",NA,10800,"Divorced/Separated",TRUE,"Rented",FALSE,1,63,"missing",0.59905241860943,44819,0.240969231799014,0.501160626765341,TRUE,"(25,65]",NA
"638","New York",506042,"M",TRUE,130100,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,1,51,"employed",-0.0370990040263242,44819,2.90278676454182,0.186964627122506,FALSE,"(25,65]",43000
"639","New York",1185185,"M",NA,19000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,71,"missing",1.02315336703327,44819,0.423927352239006,0.112095572054386,TRUE,"(65,Inf]",NA
"640","New York",385318,"F",NA,10800,"Widowed",TRUE,"Rented",FALSE,0,72,"missing",1.07616598558625,44819,0.240969231799014,0.876425496535376,TRUE,"(65,Inf]",22000
"641","New York",1032071,"F",FALSE,7190,"Never Married",TRUE,"Rented",TRUE,1,35,"not employed",-0.885300900873996,44819,0.160423034873603,0.150398650905117,TRUE,"(25,65]",59500
"642","New York",1033341,"M",TRUE,4800,"Married",TRUE,"Occupied with no rent",FALSE,2,34,"employed",-0.938313519426975,44819,0.107097436355117,0.667606623843312,TRUE,"(25,65]",45000
"643","New York",776265,"F",TRUE,110000,"Never Married",TRUE,"Homeowner free and clear",FALSE,3,49,"employed",-0.143124241132283,44819,2.45431624980477,0.44820746849291,FALSE,"(25,65]",70000
